Date,Open,High,Low,Close,Volume,Open Interest
2015-02-10,1331.2,1331.2,1331.2,1331.2,0.0,5.0
2015-02-11,1319.2,1319.2,1319.2,1319.2,0.0,5.0
2015-02-12,1318.7,1318.7,1318.7,1318.7,0.0,5.0
2015-02-13,1325.2,1325.2,1325.2,1325.2,0.0,5.0
2015-02-17,1323.3,1323.3,1309.9,1309.9,1.0,6.0
2015-02-18,1301.5,1301.5,1301.5,1301.5,0.0,6.0
2015-02-19,1306.9,1306.9,1306.9,1306.9,0.0,6.0
2015-02-20,1303.2,1303.2,1303.2,1303.2,0.0,6.0
2015-02-23,1298.7,1298.7,1298.7,1298.7,0.0,6.0
2015-02-24,1293.1,1293.1,1293.1,1293.1,0.0,6.0
2015-02-25,1296.0,1296.0,1296.0,1296.0,0.0,6.0
2015-02-26,1306.1,1306.1,1306.1,1306.1,0.0,6.0
2015-02-27,1309.4,1309.4,1309.4,1309.4,0.0,6.0
2015-03-02,1305.8,1305.8,1305.8,1305.8,0.0,6.0
2015-03-03,1304.2,1304.2,1304.2,1304.2,0.0,6.0
2015-03-04,1300.6,1300.6,1300.6,1300.6,0.0,6.0
2015-03-05,1296.1,1296.1,1296.1,1296.1,0.0,6.0
2015-03-06,1265.6,1265.6,1265.6,1265.6,0.0,6.0
2015-03-09,1268.0,1268.0,1268.0,1268.0,0.0,6.0
2015-03-10,1258.1,1258.1,1258.1,1258.1,0.0,6.0
2015-03-11,1248.4,1248.4,1248.4,1248.4,0.0,6.0
2015-03-12,1249.0,1249.0,1249.0,1249.0,0.0,6.0
2015-03-13,1248.9,1248.9,1248.9,1248.9,0.0,6.0
2015-03-16,1249.3,1249.3,1249.3,1249.3,0.0,6.0
2015-03-17,1244.5,1244.5,1244.5,1244.5,0.0,6.0
2015-03-18,1247.5,1247.5,1247.5,1247.5,0.0,6.0
2015-03-19,1259.5,1259.5,1259.5,1259.5,0.0,6.0
2015-03-20,1274.7,1274.7,1274.7,1274.7,0.0,6.0
2015-03-23,1277.5,1277.5,1277.5,1277.5,0.0,6.0
2015-03-24,1281.2,1281.2,1281.2,1281.2,0.0,6.0
2015-03-25,1287.3,1287.3,1287.3,1287.3,0.0,6.0
2015-03-26,1297.0,1297.0,1297.0,1297.0,0.0,6.0
2015-03-27,1291.9,1291.9,1291.9,1291.9,0.0,6.0
2015-03-30,1276.4,1276.4,1276.4,1276.4,0.0,6.0
2015-03-31,1272.2,1272.2,1272.2,1272.2,0.0,6.0
2015-04-01,1294.2,1294.2,1294.2,1294.2,0.0,6.0
2015-04-02,1288.2,1288.2,1288.2,1288.2,0.0,6.0
2015-04-06,1305.4,1305.4,1305.4,1305.4,0.0,6.0
2015-04-07,1298.4,1298.4,1298.4,1298.4,0.0,6.0
2015-04-08,1291.1,1291.1,1291.1,1291.1,0.0,6.0
2015-04-09,1281.6,1281.6,1281.6,1281.6,0.0,6.0
2015-04-10,1293.3,1293.3,1293.3,1293.3,0.0,6.0
2015-04-13,1287.8,1287.8,1287.8,1287.8,0.0,6.0
2015-04-14,1278.1,1278.1,1278.1,1278.1,0.0,6.0
2015-04-15,1286.5,1286.5,1286.5,1286.5,0.0,6.0
2015-04-16,1283.0,1283.0,1283.0,1283.0,0.0,6.0
2015-04-17,1288.1,1288.1,1288.1,1288.1,0.0,6.0
2015-04-20,1279.3,1279.3,1279.3,1279.3,0.0,6.0
2015-04-21,1289.1,1289.1,1289.1,1289.1,0.0,6.0
2015-04-22,1274.7,1274.7,1274.7,1274.7,0.0,6.0
2015-04-23,1282.0,1282.0,1282.0,1282.0,0.0,6.0
2015-04-24,1260.4,1260.4,1260.4,1260.4,0.0,6.0
2015-04-27,1289.2,1289.2,1289.2,1289.2,0.0,6.0
2015-04-28,1301.4,1301.4,1301.4,1301.4,0.0,6.0
2015-04-29,1300.0,1300.0,1300.0,1300.0,0.0,6.0
2015-04-30,1273.0,1273.0,1273.0,1273.0,0.0,6.0
2015-05-01,1266.1,1266.1,1266.1,1266.1,0.0,6.0
2015-05-04,1279.0,1279.0,1279.0,1279.0,0.0,6.0
2015-05-05,1288.2,1288.2,1288.2,1288.2,0.0,6.0
2015-05-06,1286.7,1286.7,1286.7,1286.7,0.0,6.0
2015-05-07,1278.5,1278.5,1278.5,1278.5,0.0,6.0
2015-05-08,1282.5,1282.5,1282.5,1282.5,0.0,6.0
2015-05-11,1277.3,1277.3,1277.3,1277.3,0.0,6.0
2015-05-12,1287.0,1287.0,1287.0,1287.0,0.0,6.0
2015-05-13,1312.2,1312.2,1312.2,1312.2,0.0,6.0
2015-05-14,1319.0,1319.0,1319.0,1319.0,0.0,6.0
2015-05-15,1318.9,1318.9,1318.9,1318.9,0.0,6.0
2015-05-18,1321.2,1321.2,1321.2,1321.2,0.0,6.0
2015-05-19,1317.5,1318.2,1301.4,1301.4,3.0,5.0
2015-05-20,1303.5,1303.5,1303.5,1303.5,0.0,5.0
2015-05-21,1298.1,1298.1,1298.1,1298.1,0.0,5.0
2015-05-22,1299.7,1299.7,1299.7,1299.7,0.0,5.0
2015-05-26,1288.9,1288.9,1280.0,1282.2,1.0,5.0
2015-05-27,1278.6,1278.6,1278.6,1278.6,0.0,5.0
2015-05-28,1280.5,1280.5,1280.5,1280.5,0.0,5.0
2015-05-29,1280.7,1280.7,1280.7,1280.7,0.0,5.0
2015-06-01,1280.4,1280.4,1280.4,1280.4,0.0,5.0
2015-06-02,1287.8,1287.8,1287.8,1287.8,0.0,5.0
2015-06-03,1279.9,1279.9,1279.9,1279.9,1.0,5.0
2015-06-04,1270.1,1270.1,1270.1,1270.1,0.0,5.0
2015-06-05,1264.0,1266.8,1263.0,1266.6,10.0,15.0
2015-06-08,1272.0,1272.0,1272.0,1272.0,0.0,15.0
2015-06-09,1276.8,1276.8,1276.8,1276.8,0.0,15.0
2015-06-10,1288.6,1288.6,1288.6,1288.6,0.0,15.0
2015-06-11,1282.6,1282.6,1282.6,1282.6,0.0,15.0
2015-06-12,1281.0,1281.0,1281.0,1281.0,0.0,15.0
2015-06-15,1285.8,1285.8,1285.8,1285.8,0.0,15.0
2015-06-16,1279.4,1279.4,1279.4,1279.4,0.0,15.0
2015-06-17,1276.9,1276.9,1276.9,1276.9,0.0,15.0
2015-06-18,1300.8,1300.8,1300.8,1300.8,0.0,15.0
2015-06-19,1299.4,1299.4,1299.4,1299.4,0.0,15.0
2015-06-22,1282.1,1282.1,1282.1,1282.1,0.0,15.0
2015-06-23,1274.8,1274.8,1274.8,1274.8,0.0,15.0
2015-06-24,1271.0,1271.0,1271.0,1271.0,0.0,15.0
2015-06-25,1270.3,1270.3,1270.3,1270.3,0.0,15.0
2015-06-26,1273.1,1273.1,1273.1,1273.1,0.0,15.0
2015-06-29,1278.0,1278.0,1278.0,1278.0,0.0,15.0
2015-06-30,1270.8,1270.8,1270.8,1270.8,0.0,15.0
2015-07-01,1268.5,1268.5,1268.0,1268.5,4.0,19.0
2015-07-02,1261.5,1261.5,1261.5,1261.5,0.0,19.0
2015-07-06,1270.6,1270.6,1270.6,1270.6,0.0,19.0
2015-07-07,1249.5,1249.5,1249.5,1249.5,0.0,19.0
2015-07-08,1258.6,1258.6,1258.6,1258.6,0.0,19.0
2015-07-09,1255.1,1255.1,1255.1,1255.1,0.0,19.0
2015-07-10,1256.6,1256.6,1256.6,1256.6,0.0,19.0
2015-07-13,1255.0,1255.0,1255.0,1255.0,0.0,19.0
2015-07-14,1252.4,1252.4,1252.4,1252.4,0.0,19.0
2015-07-15,1246.3,1246.3,1246.3,1246.3,0.0,19.0
2015-07-16,1243.2,1243.2,1243.2,1243.2,0.0,19.0
2015-07-17,1230.7,1230.7,1230.7,1230.7,0.0,19.0
2015-07-20,1205.5,1205.5,1205.5,1205.5,0.0,19.0
2015-07-21,1199.5,1199.5,1199.5,1199.5,0.0,19.0
2015-07-22,1187.6,1187.6,1187.6,1187.6,0.0,19.0
2015-07-23,1190.1,1190.1,1190.1,1190.1,0.0,19.0
2015-07-24,1180.0,1180.0,1180.0,1180.0,0.0,19.0
2015-07-27,1190.6,1190.6,1190.6,1190.6,0.0,19.0
2015-07-28,1190.6,1190.6,1190.6,1190.6,0.0,19.0
2015-07-29,1187.5,1187.5,1187.5,1187.5,0.0,19.0
2015-07-30,1183.4,1183.4,1183.4,1183.4,0.0,19.0
2015-07-31,1183.1,1183.1,1183.1,1183.1,0.0,19.0
2015-08-03,1176.8,1176.8,1176.8,1176.8,0.0,19.0
2015-08-04,1178.7,1178.7,1178.7,1178.7,0.0,19.0
2015-08-05,1177.1,1177.1,1177.1,1177.1,0.0,19.0
2015-08-06,1181.6,1181.6,1181.6,1181.6,0.0,19.0
2015-08-07,1185.8,1185.8,1185.8,1185.8,0.0,19.0
2015-08-10,1195.8,1195.8,1195.8,1195.8,0.0,19.0
2015-08-11,1197.7,1197.7,1197.7,1197.7,0.0,19.0
2015-08-12,1213.0,1213.0,1213.0,1213.0,0.0,19.0
2015-08-13,1205.1,1205.1,1205.1,1205.1,0.0,19.0
2015-08-14,1202.3,1202.3,1202.3,1202.3,0.0,19.0
2015-08-17,1207.9,1207.9,1207.9,1207.9,0.0,19.0
2015-08-18,1206.3,1206.3,1206.3,1206.3,0.0,19.0
2015-08-19,1217.1,1217.1,1217.1,1217.1,0.0,19.0
2015-08-20,1242.2,1242.2,1242.2,1242.2,0.0,19.0
2015-08-21,1246.8,1246.8,1246.8,1246.8,0.0,19.0
2015-08-24,1238.9,1238.9,1238.9,1238.9,0.0,19.0
2015-08-25,1223.7,1223.7,1223.7,1223.7,0.0,19.0
2015-08-26,1209.0,1209.0,1209.0,1209.0,0.0,19.0
2015-08-27,1207.2,1207.2,1207.2,1207.2,0.0,19.0
2015-08-28,1218.4,1218.4,1218.4,1218.4,0.0,19.0
2015-08-31,1216.9,1216.9,1216.9,1216.9,0.0,19.0
2015-09-01,1221.3,1221.3,1221.3,1221.3,0.0,19.0
2015-09-02,1214.4,1214.4,1214.4,1214.4,0.0,19.0
2015-09-03,1203.5,1203.5,1203.5,1203.5,0.0,19.0
2015-09-04,1200.5,1200.5,1200.5,1200.5,0.0,19.0
2015-09-08,1199.9,1199.9,1199.9,1199.9,0.0,19.0
2015-09-09,1180.7,1180.7,1180.7,1180.7,0.0,19.0
2015-09-10,1187.9,1187.9,1187.9,1187.9,0.0,19.0
2015-09-11,1181.9,1181.9,1181.9,1181.9,0.0,19.0
2015-09-14,1185.7,1185.7,1185.7,1185.7,0.0,19.0
2015-09-15,1180.5,1180.5,1180.5,1180.5,0.0,19.0
2015-09-16,1188.4,1196.3,1188.4,1196.3,1.0,19.0
2015-09-17,1194.9,1194.9,1194.9,1194.9,0.0,19.0
2015-09-18,1214.1,1214.1,1214.1,1214.1,0.0,19.0
2015-09-21,1209.4,1209.4,1209.4,1209.4,2.0,20.0
2015-09-22,1199.6,1199.6,1199.6,1199.6,0.0,20.0
2015-09-23,1206.3,1206.3,1206.3,1206.3,0.0,20.0
2015-09-24,1226.9,1226.9,1226.9,1226.9,0.0,20.0
2015-09-25,1218.8,1218.8,1218.8,1218.8,0.0,20.0
2015-09-28,1204.4,1204.4,1204.4,1204.4,0.0,20.0
2015-09-29,1199.1,1199.1,1199.1,1199.1,0.0,20.0
2015-09-30,1183.6,1183.6,1183.6,1183.6,0.0,20.0
2015-10-01,1182.1,1182.1,1182.1,1182.1,0.0,20.0
2015-10-02,1204.2,1204.2,1204.2,1204.2,0.0,20.0
2015-10-05,1203.5,1203.5,1203.5,1203.5,0.0,20.0
2015-10-06,1211.3,1211.3,1211.3,1211.3,0.0,20.0
2015-10-07,1214.0,1214.0,1214.0,1214.0,0.0,20.0
2015-10-08,1209.9,1209.9,1209.9,1209.9,0.0,20.0
2015-10-09,1222.4,1222.4,1222.4,1222.4,0.0,20.0
2015-10-12,1231.1,1231.1,1231.1,1231.1,0.0,20.0
2015-10-13,1231.7,1231.7,1231.7,1231.7,0.0,20.0
2015-10-14,1243.6,1243.6,1243.6,1243.6,0.0,20.0
2015-10-15,1251.4,1251.4,1251.4,1251.4,0.0,20.0
2015-10-16,1246.6,1246.6,1246.6,1246.6,0.0,20.0
2015-10-19,1236.3,1236.3,1236.3,1236.3,0.0,20.0
2015-10-20,1240.9,1240.9,1240.9,1240.9,0.0,20.0
2015-10-21,1229.7,1229.7,1229.7,1229.7,0.0,20.0
2015-10-22,1228.2,1228.2,1228.2,1228.2,0.0,20.0
2015-10-23,1218.7,1218.7,1218.7,1218.7,150.0,170.0
2015-10-26,1220.3,1220.3,1220.3,1220.3,0.0,170.0
2015-10-27,1218.2,1218.2,1218.2,1218.2,0.0,170.0
2015-10-28,1229.3,1229.3,1229.3,1229.3,1.0,171.0
2015-10-29,1201.8,1201.8,1201.8,1201.8,0.0,171.0
2015-10-30,1195.2,1195.2,1195.2,1195.2,0.0,171.0
2015-11-02,1190.4,1190.4,1190.4,1190.4,0.0,171.0
2015-11-03,1168.6,1168.6,1168.6,1168.6,0.0,171.0
2015-11-04,1161.2,1161.2,1161.2,1161.2,0.0,171.0
2015-11-05,1160.1,1160.1,1160.1,1160.1,0.0,171.0
2015-11-06,1147.9,1147.9,1147.9,1147.9,0.0,171.0
2015-11-09,1149.2,1149.2,1149.2,1149.2,2.0,169.0
2015-11-10,1149.4,1149.4,1149.4,1149.4,0.0,169.0
2015-11-11,1145.4,1145.4,1145.4,1145.4,3.0,167.0
2015-11-12,1141.3,1141.3,1141.3,1141.3,0.0,167.0
2015-11-13,1141.3,1141.3,1141.3,1141.3,0.0,167.0
2015-11-16,1142.5,1142.5,1142.5,1142.5,2.0,165.0
2015-11-17,1131.0,1138.4,1126.9,1126.9,11.0,166.0
2015-11-18,1126.9,1126.9,1126.9,1126.9,0.0,166.0
2015-11-19,1135.2,1135.6,1135.2,1135.6,2.0,166.0
2015-11-20,1133.8,1133.8,1133.8,1133.8,0.0,166.0
2015-11-23,1124.7,1124.7,1124.7,1124.7,0.0,166.0
2015-11-24,1131.6,1131.6,1131.6,1131.6,0.0,166.0
2015-11-25,1128.4,1128.4,1128.4,1128.4,0.0,166.0
2015-11-27,1114.5,1114.5,1114.5,1114.5,0.0,166.0
2015-11-30,1123.9,1123.9,1123.9,1123.9,0.0,166.0
2015-12-01,1122.0,1122.0,1122.0,1122.0,0.0,166.0
2015-12-02,1112.4,1112.4,1112.4,1112.4,0.0,166.0
2015-12-03,1120.6,1120.6,1120.6,1120.6,0.0,166.0
2015-12-04,1143.2,1143.2,1143.2,1143.2,0.0,166.0
2015-12-07,1134.3,1134.3,1134.3,1134.3,0.0,166.0
2015-12-08,1134.0,1134.0,1134.0,1134.0,0.0,166.0
2015-12-09,1134.9,1134.9,1134.9,1134.9,0.0,166.0
2015-12-10,1130.3,1130.3,1130.3,1130.3,0.0,166.0
2015-12-11,1133.8,1133.8,1133.8,1133.8,0.0,166.0
2015-12-14,1121.4,1121.4,1121.4,1121.4,0.0,166.0
2015-12-15,1119.8,1119.8,1119.8,1119.8,0.0,166.0
2015-12-16,1135.3,1135.3,1135.3,1135.3,0.0,166.0
2015-12-17,1108.1,1108.1,1108.1,1108.1,0.0,166.0
2015-12-18,1123.3,1123.3,1123.3,1123.3,0.0,166.0
2015-12-21,1140.5,1140.5,1140.5,1140.5,0.0,166.0
2015-12-22,1134.0,1134.0,1134.0,1134.0,0.0,166.0
2015-12-23,1128.2,1128.2,1128.2,1128.2,0.0,166.0
2015-12-24,1135.9,1135.9,1135.9,1135.9,0.0,166.0
2015-12-28,1128.1,1128.1,1128.1,1128.1,0.0,166.0
2015-12-29,1128.6,1128.6,1128.6,1128.6,0.0,166.0
2015-12-30,1120.8,1120.8,1120.8,1120.8,0.0,166.0
2015-12-31,1121.0,1121.0,1121.0,1121.0,0.0,166.0
2016-01-04,1135.5,1135.5,1135.5,1135.5,0.0,166.0
2016-01-05,1138.4,1138.4,1138.4,1138.4,0.0,166.0
2016-01-06,1151.9,1151.9,1151.9,1151.9,0.0,166.0
2016-01-07,1162.7,1162.7,1162.7,1162.7,0.0,166.0
2016-01-08,1151.7,1151.7,1151.7,1151.7,0.0,166.0
2016-01-11,1148.5,1148.5,1148.5,1148.5,0.0,166.0
2016-01-12,1137.1,1137.1,1137.1,1137.1,0.0,166.0
2016-01-13,1137.4,1137.4,1137.4,1137.4,0.0,166.0
2016-01-14,1123.0,1123.0,1123.0,1123.0,0.0,166.0
2016-01-15,1137.5,1137.5,1137.5,1137.5,0.0,166.0
2016-01-19,1135.8,1135.8,1135.8,1135.8,0.0,166.0
2016-01-20,1151.7,1151.7,1151.7,1151.7,0.0,166.0
2016-01-21,1143.6,1143.6,1143.6,1143.6,0.0,166.0
2016-01-22,1142.6,1142.6,1142.6,1142.6,0.0,166.0
2016-01-25,1152.4,1152.4,1152.4,1152.4,0.0,166.0
2016-01-26,1167.3,1167.3,1167.3,1167.3,0.0,166.0
2016-01-27,1163.9,1163.9,1163.9,1163.9,0.0,166.0
2016-01-28,1163.7,1163.7,1163.7,1163.7,0.0,166.0
2016-01-29,1161.9,1161.9,1161.9,1161.9,2.0,165.0
2016-02-01,1173.5,1173.5,1173.5,1173.5,0.0,165.0
2016-02-02,1170.1,1170.1,1170.1,1170.1,0.0,165.0
2016-02-03,1183.3,1183.3,1183.3,1183.3,0.0,165.0
2016-02-04,1197.7,1197.7,1197.7,1197.7,0.0,165.0
2016-02-05,1220.4,1220.4,1198.0,1198.0,4.0,161.0
2016-02-08,1243.8,1243.8,1238.2,1238.2,2.0,159.0
2016-02-09,1236.9,1236.9,1236.9,1236.9,0.0,159.0
2016-02-10,1232.6,1232.6,1232.6,1232.6,0.0,159.0
2016-02-11,1269.0,1282.1,1269.0,1282.1,1.0,159.0
2016-02-12,1271.2,1271.2,1271.2,1271.2,5.0,155.0
2016-02-16,1230.0,1241.1,1230.0,1241.1,1.0,154.0
2016-02-17,1247.2,1247.2,1247.2,1247.2,0.0,154.0
2016-02-18,1262.5,1262.5,1262.5,1262.5,0.0,154.0
2016-02-19,1267.4,1267.4,1267.4,1267.4,0.0,154.0
2016-02-22,1246.0,1246.7,1246.0,1246.7,1.0,155.0
2016-02-23,1261.4,1261.4,1261.4,1261.4,0.0,155.0
2016-02-24,1277.1,1277.1,1277.1,1277.1,0.0,155.0
2016-02-25,1277.0,1277.0,1277.0,1277.0,0.0,155.0
2016-02-26,1258.8,1258.8,1258.8,1258.8,0.0,155.0
2016-02-29,1273.3,1273.3,1273.3,1273.3,0.0,155.0
2016-03-01,1271.2,1271.2,1271.2,1271.2,0.0,155.0
2016-03-02,1283.0,1283.0,1283.0,1283.0,0.0,155.0
2016-03-03,1300.7,1300.7,1300.7,1300.7,0.0,155.0
2016-03-04,1315.6,1315.6,1315.6,1315.6,0.0,155.0
2016-03-07,1310.3,1310.3,1310.3,1310.3,0.0,155.0
2016-03-08,1309.0,1309.0,1309.0,1309.0,0.0,155.0
2016-03-09,1304.0,1304.0,1303.4,1303.4,1.0,156.0
2016-03-10,1299.0,1320.1,1299.0,1320.1,1.0,157.0
2016-03-11,1308.6,1308.6,1308.6,1308.6,0.0,157.0
2016-03-14,1285.0,1294.4,1285.0,1294.4,4.0,156.0
2016-03-15,1280.2,1280.2,1280.2,1280.2,0.0,156.0
2016-03-16,1280.9,1280.9,1280.9,1280.9,0.0,156.0
2016-03-17,1314.1,1314.1,1314.1,1314.1,0.0,156.0
2016-03-18,1302.0,1302.0,1302.0,1302.0,0.0,156.0
2016-03-21,1292.7,1292.7,1292.7,1292.7,0.0,156.0
2016-03-22,1298.8,1298.8,1298.8,1298.8,0.0,156.0
2016-03-23,1299.0,1299.0,1269.7,1274.0,5.0,159.0
2016-03-24,1272.4,1272.4,1272.4,1272.4,0.0,159.0
2016-03-28,1270.7,1270.7,1270.7,1270.7,0.0,159.0
2016-03-29,1286.3,1286.3,1286.3,1286.3,0.0,159.0
2016-03-30,1276.9,1276.9,1276.9,1276.9,0.0,159.0
2016-03-31,1280.9,1280.9,1280.9,1280.9,0.0,159.0
2016-04-01,1268.9,1268.9,1268.9,1268.9,0.0,159.0
2016-04-04,1264.7,1264.7,1264.7,1264.7,0.0,159.0
2016-04-05,1274.5,1274.5,1274.5,1274.5,0.0,159.0
2016-04-06,1268.8,1268.8,1268.8,1268.8,0.0,159.0
2016-04-07,1282.3,1282.3,1282.3,1282.3,0.0,159.0
2016-04-08,1287.3,1287.3,1287.3,1287.3,0.0,159.0
2016-04-11,1302.4,1302.4,1302.4,1302.4,0.0,159.0
2016-04-12,1306.4,1306.4,1306.4,1306.4,0.0,159.0
2016-04-13,1293.9,1293.9,1293.9,1293.9,0.0,159.0
2016-04-14,1272.1,1272.1,1272.1,1272.1,0.0,159.0
2016-04-15,1279.7,1279.7,1279.7,1279.7,0.0,159.0
2016-04-18,1280.3,1280.3,1280.3,1280.3,1.0,160.0
2016-04-19,1300.8,1300.8,1300.8,1300.8,0.0,160.0
2016-04-20,1302.3,1302.3,1302.3,1302.3,0.0,160.0
2016-04-21,1299.5,1299.5,1299.5,1299.5,0.0,160.0
2016-04-22,1278.8,1278.8,1278.8,1278.8,0.0,160.0
2016-04-25,1289.1,1289.1,1289.1,1289.1,0.0,160.0
2016-04-26,1292.4,1292.4,1292.4,1292.4,0.0,160.0
2016-04-27,1299.8,1299.8,1299.8,1299.8,0.0,160.0
2016-04-28,1316.8,1316.8,1316.8,1316.8,300.0,460.0
2016-04-29,1341.4,1341.4,1341.4,1341.4,0.0,460.0
2016-05-02,1347.3,1347.3,1347.3,1347.3,0.0,460.0
2016-05-03,1342.8,1342.8,1342.8,1342.8,2.0,462.0
2016-05-04,1324.3,1324.3,1324.3,1324.3,0.0,462.0
2016-05-05,1317.8,1317.8,1317.8,1317.8,0.0,462.0
2016-05-06,1340.1,1340.1,1340.1,1340.1,0.0,462.0
2016-05-09,1312.9,1312.9,1312.9,1312.9,0.0,462.0
2016-05-10,1311.3,1311.3,1311.3,1311.3,0.0,462.0
2016-05-11,1322.6,1322.6,1322.6,1322.6,0.0,462.0
2016-05-12,1317.7,1317.7,1317.7,1317.7,0.0,462.0
2016-05-13,1319.5,1319.5,1319.5,1319.5,0.0,462.0
2016-05-16,1321.8,1321.8,1321.8,1321.8,0.0,462.0
2016-05-17,1324.9,1324.9,1324.9,1324.9,0.0,462.0
2016-05-18,1324.3,1324.3,1324.3,1324.3,0.0,462.0
2016-05-19,1305.9,1305.9,1305.9,1305.9,0.0,462.0
2016-05-20,1305.9,1305.9,1305.9,1305.9,0.0,462.0
2016-05-23,1304.9,1304.9,1304.9,1304.9,0.0,462.0
2016-05-24,1282.7,1282.7,1282.7,1282.7,0.0,462.0
2016-05-25,1277.4,1277.4,1277.4,1277.4,0.0,462.0
2016-05-26,1273.6,1273.6,1273.6,1273.6,0.0,462.0
2016-05-27,1267.6,1267.6,1267.6,1267.6,0.0,462.0
2016-05-31,1269.3,1269.3,1269.3,1269.3,0.0,462.0
2016-06-01,1267.2,1267.2,1267.2,1267.2,0.0,462.0
2016-06-02,1264.9,1264.9,1264.9,1264.9,0.0,462.0
2016-06-03,1294.6,1294.6,1294.6,1294.6,2.0,464.0
2016-06-06,1299.4,1299.4,1299.4,1299.4,0.0,464.0
2016-06-07,1298.8,1298.8,1298.8,1298.8,0.0,464.0
2016-06-08,1314.0,1314.0,1314.0,1314.0,0.0,464.0
2016-06-09,1324.4,1324.4,1324.4,1324.4,0.0,464.0
2016-06-10,1327.7,1327.7,1327.7,1327.7,5.0,467.0
2016-06-13,1337.7,1337.7,1337.7,1337.7,0.0,467.0
2016-06-14,1335.2,1335.2,1335.2,1335.2,0.0,467.0
2016-06-15,1335.0,1335.0,1335.0,1335.0,1.0,468.0
2016-06-16,1345.6,1345.6,1345.6,1345.6,0.0,468.0
2016-06-17,1342.9,1342.9,1342.9,1342.9,0.0,468.0
2016-06-20,1344.2,1344.2,1344.2,1344.2,50.0,468.0
2016-06-21,1324.6,1324.6,1324.6,1324.6,0.0,468.0
2016-06-22,1322.1,1322.1,1322.1,1322.1,0.0,468.0
2016-06-23,1317.7,1317.7,1317.7,1317.7,0.0,468.0
2016-06-24,1376.8,1376.8,1376.8,1376.8,0.0,468.0
2016-06-27,1378.8,1378.8,1378.8,1378.8,0.0,468.0
2016-06-28,1372.2,1372.2,1372.2,1372.2,0.0,468.0
2016-06-29,1381.4,1381.4,1381.4,1381.4,0.0,468.0
2016-06-30,1375.0,1375.0,1375.0,1375.0,0.0,468.0
2016-07-01,1394.3,1394.3,1394.3,1394.3,0.0,468.0
2016-07-05,1414.4,1414.4,1414.4,1414.4,2.0,470.0
2016-07-06,1422.8,1422.8,1422.8,1422.8,2.0,470.0
2016-07-07,1415.0,1415.0,1415.0,1415.0,0.0,470.0
2016-07-08,1412.0,1412.0,1412.0,1412.0,0.0,470.0
2016-07-11,1411.3,1411.3,1411.3,1411.3,0.0,470.0
2016-07-12,1390.7,1390.7,1390.7,1390.7,0.0,470.0
2016-07-13,1399.0,1399.0,1399.0,1399.0,1.0,471.0
2016-07-14,1387.7,1387.7,1387.7,1387.7,0.0,471.0
2016-07-15,1383.5,1383.5,1383.5,1383.5,0.0,471.0
2016-07-18,1385.4,1385.4,1385.4,1385.4,0.0,471.0
2016-07-19,1392.3,1392.3,1392.3,1392.3,350.0,821.0
2016-07-20,1379.7,1379.7,1379.7,1379.7,0.0,821.0
2016-07-21,1392.2,1392.2,1392.2,1392.2,0.0,821.0
2016-07-22,1385.5,1385.5,1385.5,1385.5,0.0,821.0
2016-07-25,1381.3,1381.3,1381.3,1381.3,0.0,821.0
2016-07-26,1382.6,1382.6,1382.6,1382.6,50.0,821.0
2016-07-27,1392.0,1392.0,1392.0,1392.0,0.0,821.0
2016-07-28,1402.8,1402.8,1398.8,1398.8,2.0,823.0
